@relation 'fullCSV.arff_fullCSV.arff-weka.filters.unsupervised.attribute.Remove-V-R20,21,22_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S14.0-C4-Lfirst-last-V'

@attribute DayOfWeek numeric
@attribute TimeOfDay numeric
@attribute HourSinceStart numeric
@attribute DaySinceStart numeric
@attribute ScaledTime numeric
@attribute IP_Address string
@attribute IP_AsRank numeric
@attribute IP_AsScaledRank numeric
@attribute IP_AsAttackCount numeric
@attribute IP_AsRandomInt numeric
@attribute Port numeric
@attribute PortNormalised numeric
@attribute Uname string
@attribute UName_AsRank numeric
@attribute Uname_AsScaledRank numeric
@attribute UName_AsCount numeric
@attribute UName_AsRandomInt numeric
@attribute Country string
@attribute City string
@attribute Loc_X numeric
@attribute Loc_Y numeric
@attribute Loc_Z numeric
@attribute 0.743Loc_Y+0.643Loc_X-0.186Loc_Z numeric
@attribute 0.857Loc_Z+0.476Loc_X-0.198Loc_Y numeric
@attribute '-0.639Loc_Y+0.6  Loc_X-0.481Loc_Z' numeric

@data
3,23,31,1,0.035207,123.183.209.140,0.038806,0.893928,0.018163,0.612245,28575,0.427315,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
3,23,31,1,0.03522,123.183.209.140,0.038806,0.893928,0.018163,0.612245,48603,0.738005,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
3,23,31,1,0.035235,123.183.209.140,0.038806,0.893928,0.018163,0.612245,61192,0.933295,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
3,23,31,1,0.035243,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,git,0.003457,0.815027,0.004137,0.110672,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
3,23,31,1,0.035247,123.183.209.140,0.038806,0.893928,0.018163,0.612245,33443,0.502831,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
3,23,31,1,0.035274,177.23.150.42,0.01592,0.864841,0.06449,0.639622,5313,0.066457,jay,0.164444,0.941083,0.00013,0.378953,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
3,23,31,1,0.03529,123.183.209.140,0.038806,0.893928,0.018163,0.612245,21176,0.312536,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
3,23,31,1,0.035366,177.23.150.42,0.01592,0.864841,0.06449,0.639622,40098,0.606069,jayden,0.923951,0.997418,0,0.445158,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
3,23,31,1,0.035438,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,git,0.003457,0.815027,0.004137,0.110672,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
3,23,32,1,0.035458,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,git,0.003457,0.815027,0.004137,0.110672,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
3,23,32,1,0.035472,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1059,0.000465,git,0.003457,0.815027,0.004137,0.110672,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
3,23,32,1,0.035474,177.23.150.42,0.01592,0.864841,0.06449,0.639622,64450,0.983836,jenkins,0.018272,0.86937,0.00095,0.627964,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
3,23,32,1,0.035475,177.23.150.42,0.01592,0.864841,0.06449,0.639622,64450,0.983836,jenkins,0.018272,0.86937,0.00095,0.627964,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
3,23,32,1,0.035493,101.254.240.2,0.065174,0.910854,0.005288,0.284719,55324,0.842266,kafka,0.041481,0.896129,0.00041,0.764328,China,Beijing,0.803386,0.545657,0.893483,0.684805,0.978785,0.526246
3,23,32,1,0.035513,123.183.209.140,0.038806,0.893928,0.018163,0.612245,56627,0.862479,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.035554,123.183.209.140,0.038806,0.893928,0.018163,0.612245,11362,0.160294,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.035598,101.254.240.2,0.065174,0.910854,0.005288,0.284719,51759,0.786963,run,0.060247,0.90831,0.000298,0.917984,China,Beijing,0.803386,0.545657,0.893483,0.684805,0.978785,0.526246
4,0,32,1,0.035625,123.183.209.140,0.038806,0.893928,0.018163,0.612245,40204,0.607713,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.035638,123.183.209.140,0.038806,0.893928,0.018163,0.612245,38263,0.577603,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.035668,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1059,0.000465,git,0.003457,0.815027,0.004137,0.110672,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.035685,177.23.150.42,0.01592,0.864841,0.06449,0.639622,17795,0.260087,jesus,0.269136,0.957161,0.000075,0.856719,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,0,32,1,0.035694,123.183.209.140,0.038806,0.893928,0.018163,0.612245,54852,0.834944,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.035702,101.254.240.2,0.065174,0.910854,0.005288,0.284719,60425,0.921397,ec2-user,0.05037,0.902466,0.000335,0.309783,China,Beijing,0.803386,0.545657,0.893483,0.684805,0.978785,0.526246
4,0,32,1,0.035708,123.183.209.140,0.038806,0.893928,0.018163,0.612245,54503,0.82953,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.035723,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1059,0.000465,git,0.003457,0.815027,0.004137,0.110672,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.035746,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,git,0.003457,0.815027,0.004137,0.110672,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.035769,139.59.103.228,0.023383,0.877391,0.041154,0.815829,37976,0.57315,www,0.008889,0.845852,0.001901,0.676383,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,0,32,1,0.035779,177.23.150.42,0.01592,0.864841,0.06449,0.639622,60034,0.915331,jira,0.032593,0.888258,0.000503,0.214427,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,0,32,1,0.03584,139.59.103.228,0.023383,0.877391,0.041154,0.815829,56310,0.857562,uucp,0.02321,0.877178,0.000708,0.991601,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,0,32,1,0.035881,177.23.150.42,0.01592,0.864841,0.06449,0.639622,17282,0.252129,john,0.037531,0.892863,0.000447,0.35919,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,0,32,1,0.035911,139.59.103.228,0.023383,0.877391,0.041154,0.815829,46408,0.703954,rtkit,0.042469,0.896897,0.00041,0.467391,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,0,32,1,0.035911,101.254.240.2,0.065174,0.910854,0.005288,0.284719,42269,0.639747,usuarios,0.131358,0.933751,0.000149,0.632411,China,Beijing,0.803386,0.545657,0.893483,0.684805,0.978785,0.526246
4,0,32,1,0.03594,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,vnc,0.016296,0.865636,0.001081,0.281126,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.035944,123.183.209.140,0.038806,0.893928,0.018163,0.612245,57847,0.881405,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.035957,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,vnc,0.016296,0.865636,0.001081,0.281126,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.035973,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,vnc,0.016296,0.865636,0.001081,0.281126,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.036015,101.254.240.2,0.065174,0.910854,0.005288,0.284719,49066,0.745187,prueba,0.034568,0.890179,0.000485,0.805336,China,Beijing,0.803386,0.545657,0.893483,0.684805,0.978785,0.526246
4,0,32,1,0.036024,123.183.209.140,0.038806,0.893928,0.018163,0.612245,13331,0.190838,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036034,202.194.179.36,0.033831,0.889449,0.02552,0.384769,34204,0.514636,www,0.008889,0.845852,0.001901,0.676383,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,0,32,1,0.036036,139.59.103.228,0.023383,0.877391,0.041154,0.815829,36062,0.543459,www,0.008889,0.845852,0.001901,0.676383,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,0,32,1,0.036053,123.183.209.140,0.038806,0.893928,0.018163,0.612245,11235,0.158323,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036074,202.194.179.36,0.033831,0.889449,0.02552,0.384769,11413,0.161085,uucp,0.02321,0.877178,0.000708,0.991601,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,0,32,1,0.036091,39.69.119.159,0.644776,0.985673,0,0.419612,3022,0.030917,root,0,0,1,0.093379,China,Jinan,0.312906,0.32279,0.07296,0.301231,0.098334,0.64881
4,0,32,1,0.036095,123.183.209.140,0.038806,0.893928,0.018163,0.612245,45693,0.692863,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036107,123.183.209.140,0.038806,0.893928,0.018163,0.612245,36618,0.552084,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036114,202.194.179.36,0.033831,0.889449,0.02552,0.384769,33512,0.503901,rtkit,0.042469,0.896897,0.00041,0.467391,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,0,32,1,0.03612,101.254.240.2,0.065174,0.910854,0.005288,0.284719,39477,0.596435,cron,0.021728,0.875025,0.000727,0.155632,China,Beijing,0.803386,0.545657,0.893483,0.684805,0.978785,0.526246
4,0,32,1,0.036135,123.183.209.140,0.038806,0.893928,0.018163,0.612245,14976,0.216357,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036152,202.194.179.36,0.033831,0.889449,0.02552,0.384769,42466,0.642803,utfp,0.047407,0.900488,0.000354,0.651186,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,0,32,1,0.036159,175.136.150.238,0.443284,0.973441,0.00023,0.391239,26376,0.393202,webmaster,0.044444,0.898381,0.000391,0.163538,Malaysia,Sungai_Buloh,0.252648,0.066444,0.471008,0.019941,0.427435,0.627227
4,0,32,1,0.036159,175.136.150.238,0.443284,0.973441,0.00023,0.391239,26376,0.393202,webmaster,0.044444,0.898381,0.000391,0.163538,Malaysia,Sungai_Buloh,0.252648,0.066444,0.471008,0.019941,0.427435,0.627227
4,0,32,1,0.03616,175.136.150.238,0.443284,0.973441,0.00023,0.391239,26376,0.393202,webmaster,0.044444,0.898381,0.000391,0.163538,Malaysia,Sungai_Buloh,0.252648,0.066444,0.471008,0.019941,0.427435,0.627227
4,0,32,1,0.03617,177.23.150.42,0.01592,0.864841,0.06449,0.639622,56099,0.854289,joomla,0.142222,0.936344,0.000149,0.774209,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,0,32,1,0.036191,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,vnc,0.016296,0.865636,0.001081,0.281126,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.036207,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,vnc,0.016296,0.865636,0.001081,0.281126,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.036223,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,vnc,0.016296,0.865636,0.001081,0.281126,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.036234,139.59.103.228,0.023383,0.877391,0.041154,0.815829,45858,0.695422,utfp,0.047407,0.900488,0.000354,0.651186,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,0,32,1,0.036261,177.23.150.42,0.01592,0.864841,0.06449,0.639622,29219,0.437305,js,0.586667,0.982594,0,0.560277,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,0,32,1,0.036299,139.59.103.228,0.023383,0.877391,0.041154,0.815829,58536,0.892093,smmsp,0.128395,0.933006,0.000168,0.788043,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,0,32,1,0.036356,177.23.150.42,0.01592,0.864841,0.06449,0.639622,55779,0.849324,jsclient,0.468148,0.975229,0.000019,0.752964,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,0,32,1,0.036359,123.183.209.140,0.038806,0.893928,0.018163,0.612245,24654,0.366489,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036366,139.59.103.228,0.023383,0.877391,0.041154,0.815829,42980,0.650776,gdm,0.137778,0.935308,0.000149,0.448123,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,0,32,1,0.03637,202.194.179.36,0.033831,0.889449,0.02552,0.384769,28249,0.422258,unbound,0.049877,0.902145,0.000335,0.466897,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,0,32,1,0.036372,123.183.209.140,0.038806,0.893928,0.018163,0.612245,15753,0.22841,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036387,123.183.209.140,0.038806,0.893928,0.018163,0.612245,15836,0.229698,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036411,202.194.179.36,0.033831,0.889449,0.02552,0.384769,61774,0.942324,wangrui,0.173827,0.942894,0.000112,0.410573,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,0,32,1,0.036412,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,proxy,0.095802,0.923449,0.000205,0.032115,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.036428,123.183.209.140,0.038806,0.893928,0.018163,0.612245,42244,0.639359,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036429,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,ingrid,0.574321,0.9819,0.000019,0.311265,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.036441,123.183.209.140,0.038806,0.893928,0.018163,0.612245,44105,0.668228,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036445,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,ingrid,0.574321,0.9819,0.000019,0.311265,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.036449,202.194.179.36,0.033831,0.889449,0.02552,0.384769,31352,0.470394,unbound,0.049877,0.902145,0.000335,0.466897,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,0,32,1,0.036461,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,test,0.002469,0.804045,0.005554,0.810771,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,0,32,1,0.036483,123.183.209.140,0.038806,0.893928,0.018163,0.612245,25400,0.378062,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,0,32,1,0.036511,122.189.226.26,0.913433,0.997044,0,0.462917,45581,0.691125,root,0,0,1,0.093379,China,Wuhan,0.629175,0.810071,0.130877,0.861844,0.223377,0.521823
4,0,32,1,0.036542,177.23.150.42,0.01592,0.864841,0.06449,0.639622,29857,0.447202,kafka,0.041481,0.896129,0.00041,0.764328,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,0,33,1,0.036563,139.59.103.228,0.023383,0.877391,0.041154,0.815829,52770,0.802646,unbound,0.049877,0.902145,0.000335,0.466897,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,1,33,1,0.036628,139.59.103.228,0.023383,0.877391,0.041154,0.815829,37212,0.561299,wangrui,0.173827,0.942894,0.000112,0.410573,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,1,33,1,0.036645,202.194.179.36,0.033831,0.889449,0.02552,0.384769,7213,0.095931,pulse,0.10716,0.927105,0.000186,0.251976,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,1,33,1,0.036661,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,test,0.002469,0.804045,0.005554,0.810771,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.036677,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,test,0.002469,0.804045,0.005554,0.810771,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.036686,202.194.179.36,0.033831,0.889449,0.02552,0.384769,40751,0.616198,chrony,0.107654,0.927256,0.000186,0.096838,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,1,33,1,0.036694,139.59.103.228,0.023383,0.877391,0.041154,0.815829,49884,0.757877,unbound,0.049877,0.902145,0.000335,0.466897,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,1,33,1,0.036695,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,test1,0.055309,0.905519,0.000317,0.822628,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.036712,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,test2,0.10321,0.92588,0.000186,0.766304,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.036722,177.23.150.42,0.01592,0.864841,0.06449,0.639622,42434,0.642306,knox,0.813827,0.993276,0,0.69417,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,1,33,1,0.036726,202.194.179.36,0.033831,0.889449,0.02552,0.384769,10184,0.142019,tcpdump,0.050864,0.902785,0.000335,0.160573,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,1,33,1,0.036734,123.183.209.140,0.038806,0.893928,0.018163,0.612245,10348,0.144564,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,1,33,1,0.036747,123.183.209.140,0.038806,0.893928,0.018163,0.612245,43050,0.651862,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,1,33,1,0.036762,123.183.209.140,0.038806,0.893928,0.018163,0.612245,46647,0.707662,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132
4,1,33,1,0.03681,177.23.150.42,0.01592,0.864841,0.06449,0.639622,26369,0.393094,libuuid,0.577284,0.982068,0.000019,0.514328,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,1,33,1,0.03689,139.59.103.228,0.023383,0.877391,0.041154,0.815829,59678,0.909809,mongodb,0.059753,0.908041,0.000298,0.175395,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,1,33,1,0.036909,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,test,0.002469,0.804045,0.005554,0.810771,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.036924,202.194.179.36,0.033831,0.889449,0.02552,0.384769,50058,0.760576,jinzhi,0.122963,0.931595,0.000168,0.716403,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,1,33,1,0.036925,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,test,0.002469,0.804045,0.005554,0.810771,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.036956,139.59.103.228,0.023383,0.877391,0.041154,0.815829,44120,0.668461,mongo,0.159506,0.940087,0.00013,0.08251,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,1,33,1,0.036964,202.194.179.36,0.033831,0.889449,0.02552,0.384769,19647,0.288817,xin,0.130864,0.933628,0.000149,0.458498,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,1,33,1,0.036988,116.31.116.38,0,0,1,0.780488,22660,0.335557,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876
4,1,33,1,0.037003,202.194.179.36,0.033831,0.889449,0.02552,0.384769,53227,0.809736,wjgen,0.200494,0.947552,0.000093,0.742589,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447
4,1,33,1,0.037005,177.23.150.42,0.01592,0.864841,0.06449,0.639622,64993,0.992259,linux,0.035556,0.891098,0.000466,0.382905,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,1,33,1,0.037005,177.23.150.42,0.01592,0.864841,0.06449,0.639622,64993,0.992259,linux,0.035556,0.891098,0.000466,0.382905,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,1,33,1,0.037019,116.31.116.38,0,0,1,0.780488,11859,0.168003,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876
4,1,33,1,0.037021,139.59.103.228,0.023383,0.877391,0.041154,0.815829,56796,0.865101,pulse,0.10716,0.927105,0.000186,0.251976,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912
4,1,33,1,0.037045,116.31.116.38,0,0,1,0.780488,43743,0.662613,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876
4,1,33,1,0.037074,116.31.116.38,0,0,1,0.780488,30586,0.458511,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876
4,1,33,1,0.037099,116.31.116.38,0,0,1,0.780488,16175,0.234956,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876
4,1,33,1,0.037099,217.61.0.179,0.066667,0.911593,0.005058,0.324042,57752,0.879931,root,0,0,1,0.093379,Germany,Frankfurt,0.163938,0.861014,0.418229,0.541447,0.147123,0.072489
4,1,33,1,0.037108,217.61.0.179,0.066667,0.911593,0.005058,0.324042,42301,0.640243,root,0,0,1,0.093379,Germany,Frankfurt,0.163938,0.861014,0.418229,0.541447,0.147123,0.072489
4,1,33,1,0.037114,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,tester,0.099753,0.924768,0.000186,0.887846,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.037123,177.23.150.42,0.01592,0.864841,0.06449,0.639622,5409,0.067946,logan,0.911605,0.996979,0,0.089427,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547
4,1,33,1,0.037125,116.31.116.38,0,0,1,0.780488,16246,0.236058,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876
4,1,33,1,0.037132,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,tester,0.099753,0.924768,0.000186,0.887846,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.03714,222.161.200.123,0.074627,0.915276,0.003794,0.10453,43053,0.651909,root,0,0,1,0.093379,China,Changchun,0.968779,0.333698,0.449281,0.70544,0.787873,0.938632
4,1,33,1,0.037141,222.161.200.123,0.074627,0.915276,0.003794,0.10453,44226,0.670105,root,0,0,1,0.093379,China,Changchun,0.968779,0.333698,0.449281,0.70544,0.787873,0.938632
4,1,33,1,0.037143,222.161.200.123,0.074627,0.915276,0.003794,0.10453,45150,0.684439,root,0,0,1,0.093379,China,Changchun,0.968779,0.333698,0.449281,0.70544,0.787873,0.938632
4,1,33,1,0.037144,222.161.200.123,0.074627,0.915276,0.003794,0.10453,46523,0.705738,root,0,0,1,0.093379,China,Changchun,0.968779,0.333698,0.449281,0.70544,0.787873,0.938632
4,1,33,1,0.037145,222.161.200.123,0.074627,0.915276,0.003794,0.10453,47124,0.715061,root,0,0,1,0.093379,China,Changchun,0.968779,0.333698,0.449281,0.70544,0.787873,0.938632
4,1,33,1,0.037146,222.161.200.123,0.074627,0.915276,0.003794,0.10453,47753,0.724819,root,0,0,1,0.093379,China,Changchun,0.968779,0.333698,0.449281,0.70544,0.787873,0.938632
4,1,33,1,0.037148,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,tester,0.099753,0.924768,0.000186,0.887846,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.037148,217.61.0.179,0.066667,0.911593,0.005058,0.324042,40847,0.617688,root,0,0,1,0.093379,Germany,Frankfurt,0.163938,0.861014,0.418229,0.541447,0.147123,0.072489
4,1,33,1,0.037151,201.178.97.164,0.948259,0.998266,0,0.31558,42806,0.648077,root,0,0,1,0.093379,Argentina,Lomas_De_Zamora,0.635437,0.970048,0.603149,0.916997,0.553349,0.246985
4,1,33,1,0.037165,13.66.52.230,0.053731,0.904551,0.007932,0.747138,1056,0.000419,tester,0.099753,0.924768,0.000186,0.887846,United_States,San_Antonio,0.592179,0.31698,0.045452,0.491567,0.249903,0.848671
4,1,33,1,0.037173,217.61.0.179,0.066667,0.911593,0.005058,0.324042,46160,0.700107,root,0,0,1,0.093379,Germany,Frankfurt,0.163938,0.861014,0.418229,0.541447,0.147123,0.072489
4,1,33,1,0.037197,217.61.0.179,0.066667,0.911593,0.005058,0.324042,51654,0.785334,root,0,0,1,0.093379,Germany,Frankfurt,0.163938,0.861014,0.418229,0.541447,0.147123,0.072489
4,1,33,1,0.03721,67.222.139.230,0.221891,0.950849,0.000575,0.450971,52562,0.79942,root,0,0,1,0.093379,United_States,Dallas,0.425478,0.457443,0.990929,0.349464,0.842428,0.295755
