@relation 'fullCSV.arff_fullCSV.arff-weka.filters.unsupervised.attribute.Remove-V-R20,21,22_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S4.0-C4-Lfirst-last-V_clustered'

@attribute Instance_number numeric
@attribute DayOfWeek numeric
@attribute TimeOfDay numeric
@attribute HourSinceStart numeric
@attribute DaySinceStart numeric
@attribute ScaledTime numeric
@attribute IP_Address string
@attribute IP_AsRank numeric
@attribute IP_AsScaledRank numeric
@attribute IP_AsAttackCount numeric
@attribute IP_AsRandomInt numeric
@attribute Port numeric
@attribute PortNormalised numeric
@attribute Uname string
@attribute UName_AsRank numeric
@attribute Uname_AsScaledRank numeric
@attribute UName_AsCount numeric
@attribute UName_AsRandomInt numeric
@attribute Country string
@attribute City string
@attribute Loc_X numeric
@attribute Loc_Y numeric
@attribute Loc_Z numeric
@attribute 0.743Loc_Y+0.643Loc_X-0.186Loc_Z numeric
@attribute 0.857Loc_Z+0.476Loc_X-0.198Loc_Y numeric
@attribute '-0.639Loc_Y+0.6  Loc_X-0.481Loc_Z' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
612,2,23,7,0,0.008585,59.45.175.56,0.006965,0.837853,0.106679,0.752115,45502,0.6899,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
613,2,23,7,0,0.008605,59.45.175.32,0.016915,0.86682,0.055754,0.513688,54194,0.824737,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
614,2,23,7,0,0.008615,59.45.175.32,0.016915,0.86682,0.055754,0.513688,42441,0.642415,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
615,2,23,7,0,0.00863,59.45.175.32,0.016915,0.86682,0.055754,0.513688,55165,0.8398,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
616,2,23,7,0,0.008646,59.45.175.32,0.016915,0.86682,0.055754,0.513688,15957,0.231575,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
617,2,23,7,0,0.008656,59.45.175.32,0.016915,0.86682,0.055754,0.513688,48947,0.743341,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
618,2,23,7,0,0.008657,59.45.175.32,0.016915,0.86682,0.055754,0.513688,48947,0.743341,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
619,2,23,7,0,0.008667,42.7.26.15,0.024378,0.878751,0.038625,0.357889,44180,0.669392,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
620,2,23,7,0,0.008672,42.7.26.15,0.024378,0.878751,0.038625,0.357889,48156,0.731071,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
621,2,23,7,0,0.008676,42.7.26.15,0.024378,0.878751,0.038625,0.357889,47562,0.721856,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
622,2,23,7,0,0.008684,42.7.26.15,0.024378,0.878751,0.038625,0.357889,36184,0.545352,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
623,2,23,7,0,0.00869,42.7.26.15,0.024378,0.878751,0.038625,0.357889,36794,0.554814,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
624,2,23,7,0,0.008695,42.7.26.15,0.024378,0.878751,0.038625,0.357889,44430,0.67327,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
625,2,23,7,0,0.008754,114.39.52.123,0.652239,0.986049,0,0.479841,44227,0.670121,root,0,0,1,0.093379,Taiwan,None,0.501511,0.46898,0.002639,0.545484,0.125877,0.705638,cluster0
626,2,23,7,0,0.008848,59.45.175.32,0.016915,0.86682,0.055754,0.513688,23080,0.342072,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
627,2,23,7,0,0.008849,59.45.175.32,0.016915,0.86682,0.055754,0.513688,23080,0.342072,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
628,2,23,7,0,0.008861,59.45.175.32,0.016915,0.86682,0.055754,0.513688,29058,0.434808,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
629,2,23,8,0,0.008876,59.45.175.32,0.016915,0.86682,0.055754,0.513688,61806,0.94282,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
630,2,23,8,0,0.008891,221.194.44.224,0.023881,0.878078,0.041039,0.429567,59411,0.905667,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
631,2,23,8,0,0.008894,221.194.44.224,0.023881,0.878078,0.041039,0.429567,55275,0.841506,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
632,2,23,8,0,0.008904,59.45.175.32,0.016915,0.86682,0.055754,0.513688,23709,0.35183,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
633,2,23,8,0,0.008925,59.45.175.32,0.016915,0.86682,0.055754,0.513688,12779,0.182275,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
634,3,0,8,0,0.009114,59.45.175.32,0.016915,0.86682,0.055754,0.513688,45750,0.693747,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
635,3,0,8,0,0.009115,59.45.175.32,0.016915,0.86682,0.055754,0.513688,45750,0.693747,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
636,3,0,8,0,0.009131,59.45.175.32,0.016915,0.86682,0.055754,0.513688,41639,0.629974,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
637,3,0,8,0,0.009144,59.45.175.32,0.016915,0.86682,0.055754,0.513688,46221,0.701053,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
638,3,0,8,0,0.009145,59.45.175.32,0.016915,0.86682,0.055754,0.513688,46221,0.701053,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
639,3,0,8,0,0.009158,59.45.175.32,0.016915,0.86682,0.055754,0.513688,43685,0.661713,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
640,3,0,8,0,0.009358,59.45.175.32,0.016915,0.86682,0.055754,0.513688,35180,0.529777,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
641,3,0,8,0,0.009359,59.45.175.32,0.016915,0.86682,0.055754,0.513688,35180,0.529777,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
642,3,0,8,0,0.009362,221.194.47.211,0.016418,0.865846,0.055868,0.090095,59719,0.910445,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
643,3,0,8,0,0.009365,221.194.47.211,0.016418,0.865846,0.055868,0.090095,33972,0.511037,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
644,3,0,8,0,0.009368,221.194.47.211,0.016418,0.865846,0.055868,0.090095,34157,0.513907,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
645,3,0,8,0,0.009368,59.45.175.32,0.016915,0.86682,0.055754,0.513688,14637,0.211098,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
646,3,0,8,0,0.009371,221.194.47.211,0.016418,0.865846,0.055868,0.090095,35321,0.531964,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
647,3,0,8,0,0.009372,221.194.47.211,0.016418,0.865846,0.055868,0.090095,37965,0.57298,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
648,3,0,8,0,0.009376,221.194.47.211,0.016418,0.865846,0.055868,0.090095,41422,0.626608,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
649,3,0,8,0,0.009397,59.45.175.32,0.016915,0.86682,0.055754,0.513688,26545,0.395824,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
650,3,0,8,0,0.009398,59.45.175.32,0.016915,0.86682,0.055754,0.513688,26545,0.395824,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
651,3,0,8,0,0.009412,59.45.175.32,0.016915,0.86682,0.055754,0.513688,37250,0.561888,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
652,3,0,8,0,0.009519,121.18.238.122,0.020896,0.873719,0.043453,0.599303,35208,0.530211,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
653,3,0,8,0,0.009521,121.18.238.122,0.020896,0.873719,0.043453,0.599303,34878,0.525092,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
654,3,0,8,0,0.009521,182.74.2.42,0.063184,0.909842,0.005403,0.790443,38630,0.583296,nagios,0.005432,0.829779,0.002851,0.232708,India,None,0.493662,0.704514,0.954687,0.579766,0.798776,0.194362,cluster1
655,3,0,8,0,0.009522,182.74.2.42,0.063184,0.909842,0.005403,0.790443,38874,0.587081,oracle,0.000988,0.77414,0.007958,0.620059,India,None,0.493662,0.704514,0.954687,0.579766,0.798776,0.194362,cluster1
656,3,0,8,0,0.009523,182.74.2.42,0.063184,0.909842,0.005403,0.790443,39118,0.590866,hadoop,0.005926,0.832619,0.002479,0.451581,India,None,0.493662,0.704514,0.954687,0.579766,0.798776,0.194362,cluster1
657,3,0,8,0,0.009523,121.18.238.122,0.020896,0.873719,0.043453,0.599303,38231,0.577106,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
658,3,0,8,0,0.009526,121.18.238.122,0.020896,0.873719,0.043453,0.599303,36796,0.554845,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
659,3,0,8,0,0.009528,121.18.238.122,0.020896,0.873719,0.043453,0.599303,38811,0.586104,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
660,3,0,8,0,0.00953,121.18.238.122,0.020896,0.873719,0.043453,0.599303,37498,0.565735,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
661,3,0,8,0,0.009532,121.18.238.122,0.020896,0.873719,0.043453,0.599303,39862,0.602408,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
662,3,0,8,0,0.009534,121.18.238.122,0.020896,0.873719,0.043453,0.599303,39955,0.60385,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
663,3,0,8,0,0.009536,121.18.238.122,0.020896,0.873719,0.043453,0.599303,38035,0.574066,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
664,3,0,8,0,0.009539,121.18.238.122,0.020896,0.873719,0.043453,0.599303,38243,0.577292,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
665,3,0,8,0,0.009541,121.18.238.122,0.020896,0.873719,0.043453,0.599303,38309,0.578316,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
666,3,0,8,0,0.009603,59.45.175.32,0.016915,0.86682,0.055754,0.513688,30114,0.451189,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
667,3,0,8,0,0.009615,59.45.175.32,0.016915,0.86682,0.055754,0.513688,30581,0.458434,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
668,3,0,8,0,0.009641,59.45.175.32,0.016915,0.86682,0.055754,0.513688,37428,0.564649,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
669,3,0,8,0,0.009655,59.45.175.32,0.016915,0.86682,0.055754,0.513688,41882,0.633743,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
670,3,0,8,0,0.009656,59.45.175.32,0.016915,0.86682,0.055754,0.513688,41882,0.633743,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
671,3,0,8,0,0.009671,59.45.175.32,0.016915,0.86682,0.055754,0.513688,47575,0.722058,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
672,3,0,8,0,0.009702,113.14.236.244,0.743284,0.990315,0,0.446491,23003,0.340878,root,0,0,1,0.093379,China,Nanning,0.476835,0.1611,0.134337,0.287797,0.283864,0.84,cluster0
673,3,0,8,0,0.009862,61.48.82.10,0.736816,0.990029,0,0.120458,43148,0.653383,root,0,0,1,0.093379,China,Beijing,0.803386,0.545657,0.893483,0.684805,0.978785,0.526246,cluster0
674,3,0,8,0,0.009865,59.45.175.32,0.016915,0.86682,0.055754,0.513688,47990,0.728495,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
675,3,0,8,0,0.009866,59.45.175.32,0.016915,0.86682,0.055754,0.513688,47990,0.728495,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
676,3,0,8,0,0.009876,59.45.175.32,0.016915,0.86682,0.055754,0.513688,36665,0.552813,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
677,3,0,8,0,0.009876,59.45.175.32,0.016915,0.86682,0.055754,0.513688,36665,0.552813,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
678,3,0,8,0,0.009891,59.45.175.32,0.016915,0.86682,0.055754,0.513688,31216,0.468284,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
679,3,0,8,0,0.009892,59.45.175.32,0.016915,0.86682,0.055754,0.513688,31216,0.468284,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
680,3,1,9,0,0.01008,59.45.175.32,0.016915,0.86682,0.055754,0.513688,61260,0.93435,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
681,3,1,9,0,0.010092,59.45.175.32,0.016915,0.86682,0.055754,0.513688,39360,0.59462,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
682,3,1,9,0,0.010106,59.45.175.32,0.016915,0.86682,0.055754,0.513688,50390,0.765726,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
683,3,1,9,0,0.010107,59.45.175.32,0.016915,0.86682,0.055754,0.513688,50390,0.765726,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
684,3,1,9,0,0.010134,59.45.175.32,0.016915,0.86682,0.055754,0.513688,24105,0.357973,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
685,3,1,9,0,0.010135,59.45.175.32,0.016915,0.86682,0.055754,0.513688,24105,0.357973,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
686,3,1,9,0,0.010221,59.45.175.64,0.004478,0.823429,0.122198,0.197611,37692,0.568745,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
687,3,1,9,0,0.010224,59.45.175.64,0.004478,0.823429,0.122198,0.197611,45878,0.695732,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
688,3,1,9,0,0.010227,59.45.175.64,0.004478,0.823429,0.122198,0.197611,34936,0.525992,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
689,3,1,9,0,0.010231,59.45.175.64,0.004478,0.823429,0.122198,0.197611,43663,0.661372,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
690,3,1,9,0,0.010238,59.45.175.64,0.004478,0.823429,0.122198,0.197611,57847,0.881405,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
691,3,1,9,0,0.01024,125.212.226.227,0.045274,0.89896,0.011151,0.537581,9743,0.135178,support,0.001481,0.787373,0.006803,0.868083,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
692,3,1,9,0,0.010241,59.45.175.64,0.004478,0.823429,0.122198,0.197611,40995,0.619984,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
693,3,1,9,0,0.010331,59.45.175.32,0.016915,0.86682,0.055754,0.513688,64698,0.987683,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
694,3,1,9,0,0.01034,59.45.175.32,0.016915,0.86682,0.055754,0.513688,37073,0.559142,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
695,3,1,9,0,0.010355,59.45.175.32,0.016915,0.86682,0.055754,0.513688,51141,0.777376,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
696,3,1,9,0,0.010355,59.45.175.32,0.016915,0.86682,0.055754,0.513688,51141,0.777376,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
697,3,1,9,0,0.010381,59.45.175.32,0.016915,0.86682,0.055754,0.513688,48611,0.738129,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
698,3,1,9,0,0.010395,59.45.175.32,0.016915,0.86682,0.055754,0.513688,36475,0.549866,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
699,3,1,9,0,0.010407,221.194.44.195,0.021393,0.874487,0.043453,0.034345,34839,0.524487,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
700,3,1,9,0,0.010413,221.194.44.195,0.021393,0.874487,0.043453,0.034345,47922,0.727441,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
701,3,1,9,0,0.010416,221.194.44.195,0.021393,0.874487,0.043453,0.034345,43998,0.666568,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
702,3,1,9,0,0.010419,221.194.44.195,0.021393,0.874487,0.043453,0.034345,52633,0.800521,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
703,3,1,9,0,0.010422,221.194.44.195,0.021393,0.874487,0.043453,0.034345,59501,0.907063,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
704,3,1,9,0,0.010425,221.194.44.195,0.021393,0.874487,0.043453,0.034345,51607,0.784605,root,0,0,1,0.093379,China,Hebei,0.666002,0.260896,0.905175,0.383339,0.969866,0.615132,cluster0
705,3,1,9,0,0.010461,42.7.26.15,0.024378,0.878751,0.038625,0.357889,60964,0.929758,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
706,3,1,9,0,0.010465,42.7.26.15,0.024378,0.878751,0.038625,0.357889,35272,0.531204,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
707,3,1,9,0,0.010469,42.7.26.15,0.024378,0.878751,0.038625,0.357889,43874,0.664645,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
708,3,1,9,0,0.010472,42.7.26.15,0.024378,0.878751,0.038625,0.357889,58778,0.895847,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
709,3,1,9,0,0.010475,42.7.26.15,0.024378,0.878751,0.038625,0.357889,49950,0.7589,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
710,3,1,9,0,0.010478,42.7.26.15,0.024378,0.878751,0.038625,0.357889,51144,0.777423,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
711,3,1,9,0,0.010481,59.45.175.60,0.034328,0.889925,0.022761,0.03783,42909,0.649675,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
712,3,1,9,0,0.010484,59.45.175.60,0.034328,0.889925,0.022761,0.03783,49562,0.752881,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
713,3,1,9,0,0.010487,59.45.175.60,0.034328,0.889925,0.022761,0.03783,59172,0.901959,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
714,3,1,9,0,0.01049,59.45.175.60,0.034328,0.889925,0.022761,0.03783,38690,0.584227,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
715,3,1,9,0,0.010494,59.45.175.60,0.034328,0.889925,0.022761,0.03783,50430,0.766347,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
716,3,1,9,0,0.010497,59.45.175.60,0.034328,0.889925,0.022761,0.03783,42074,0.636722,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
717,3,1,9,0,0.010535,202.194.179.36,0.033831,0.889449,0.02552,0.384769,50334,0.764857,www,0.008889,0.845852,0.001901,0.676383,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447,cluster1
718,3,1,9,0,0.010575,202.194.179.36,0.033831,0.889449,0.02552,0.384769,22088,0.326684,uucp,0.02321,0.877178,0.000708,0.991601,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447,cluster1
719,3,1,9,0,0.010585,59.45.175.32,0.016915,0.86682,0.055754,0.513688,31642,0.474893,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
720,3,1,9,0,0.010585,59.45.175.32,0.016915,0.86682,0.055754,0.513688,31642,0.474893,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
721,3,1,9,0,0.010598,59.45.175.32,0.016915,0.86682,0.055754,0.513688,64967,0.991856,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
722,3,1,9,0,0.010599,59.45.175.32,0.016915,0.86682,0.055754,0.513688,64967,0.991856,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
723,3,1,9,0,0.010615,202.194.179.36,0.033831,0.889449,0.02552,0.384769,57704,0.879187,rtkit,0.042469,0.896897,0.00041,0.467391,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447,cluster1
724,3,1,9,0,0.010628,59.45.175.32,0.016915,0.86682,0.055754,0.513688,38210,0.57678,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
725,3,1,9,0,0.010629,59.45.175.32,0.016915,0.86682,0.055754,0.513688,38210,0.57678,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
726,3,1,9,0,0.010656,202.194.179.36,0.033831,0.889449,0.02552,0.384769,29381,0.439818,utfp,0.047407,0.900488,0.000354,0.651186,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447,cluster1
727,3,1,9,0,0.010819,59.45.175.32,0.016915,0.86682,0.055754,0.513688,63212,0.964631,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
728,3,1,9,0,0.01082,59.45.175.32,0.016915,0.86682,0.055754,0.513688,63212,0.964631,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
729,3,1,9,0,0.010833,59.45.175.32,0.016915,0.86682,0.055754,0.513688,21315,0.314692,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
730,3,1,9,0,0.010856,202.194.179.36,0.033831,0.889449,0.02552,0.384769,15869,0.23021,unbound,0.049877,0.902145,0.000335,0.466897,China,Qingdao,0.491839,0.487527,0.001898,0.552397,0.115047,0.687447,cluster1
731,3,1,9,0,0.01086,59.45.175.32,0.016915,0.86682,0.055754,0.513688,29175,0.436623,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
732,3,1,9,0,0.010861,59.45.175.32,0.016915,0.86682,0.055754,0.513688,29175,0.436623,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
733,3,1,9,0,0.010874,59.45.175.32,0.016915,0.86682,0.055754,0.513688,42589,0.644711,root,0,0,1,0.093379,China,Shenyang,0.678368,0.729773,0.094683,0.842324,0.244435,0.620072,cluster0
