DayOfWeek,TimeOfDay,ScaledTime,IP_Address,IP_AsRank,IP_AsAttackCount,IP_AsRandomInt,Port,PortNormalised,Uname,UName_AsRank,UName_AsCount,UName_AsRandomInt,Country,City,Loc_X,Loc_Y,Loc_Z
2,16,0.7232837933474876,"""116.31.116.38""",0.1111111111111111,0.6774193548387096,0.0,21942,0.16042717990846145,"""root""",0.0,1.0,0.0,"""China""","""Shenzhen""",0.2815020940173457, 0.13118117234456111, 0.24350836327878017
2,16,0.7282377919320594,"""59.45.175.60""",0.6666666666666666,0.16129032258064516,0.625,55012,0.8072604936822751,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.7308327435715971,"""59.45.175.60""",0.6666666666666666,0.16129032258064516,0.625,38682,0.48785353831709893,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.7331917905166313,"""59.45.175.60""",0.6666666666666666,0.16129032258064516,0.625,56055,0.8276610726440559,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.7355508374616655,"""59.45.175.60""",0.6666666666666666,0.16129032258064516,0.625,34651,0.4090091147361421,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.7381457891012031,"""59.45.175.60""",0.6666666666666666,0.16129032258064516,0.625,49668,0.702734420842624,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.7407407407407407,"""116.31.116.38""",0.1111111111111111,0.6774193548387096,0.0,43600,0.5840472557993975,"""root""",0.0,1.0,0.0,"""China""","""Shenzhen""",0.2815020940173457, 0.13118117234456111, 0.24350836327878017
2,16,0.7430997876857749,"""59.45.175.60""",0.6666666666666666,0.16129032258064516,0.625,54091,0.7892461761139147,"""root""",0.0,1.0,0.0,"""China""","""Shenyang""",0.6783682212778805, 0.7297727835592216, 0.0946827574387446
2,16,0.7617362585515451,"""112.74.63.26""",0.4444444444444444,0.25806451612903225,0.25,47274,0.6559089308766577,"""root""",0.0,1.0,0.0,"""China""","""Hangzhou""",0.6544076263063051, 0.6530183588808627, 0.051239012794322525
2,16,0.777305968388771,"""116.31.116.38""",0.1111111111111111,0.6774193548387096,0.0,48779,0.6853460079020459,"""root""",0.0,1.0,0.0,"""China""","""Shenzhen""",0.2815020940173457, 0.13118117234456111, 0.24350836327878017
