@relation 'fullCSV.arff-weka.filters.unsupervised.attribute.Remove-V-R20,21,22_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute 0.743Loc_Y+0.643Loc_X-0.186Loc_Z numeric
@attribute 0.857Loc_Z+0.476Loc_X-0.198Loc_Y numeric
@attribute '-0.639Loc_Y+0.6  Loc_X-0.481Loc_Z' numeric

@data
0.776394,0.214195,0.670021
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.836148,0.845181,0.805823
0.836148,0.845181,0.805823
0.836148,0.845181,0.805823
0.836148,0.845181,0.805823
0.836148,0.845181,0.805823
0.836148,0.845181,0.805823
0.836148,0.845181,0.805823
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.776394,0.214195,0.670021
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.518483,0.985699,0.755085
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.776394,0.214195,0.670021
0.689216,0.140041,0.159619
0.689216,0.140041,0.159619
0.689216,0.140041,0.159619
0.689216,0.140041,0.159619
0.689216,0.140041,0.159619
0.689216,0.140041,0.159619
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.518483,0.985699,0.755085
0.117732,0.25498,0.688876
0.003227,0.355656,0.49776
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.518483,0.985699,0.755085
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.518483,0.985699,0.755085
0.115242,0.690938,0.351547
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.518483,0.985699,0.755085
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.759928,0.441572,0.883197
0.578808,0.122264,0.687988
0.578808,0.122264,0.687988
0.578808,0.122264,0.687988
0.578808,0.122264,0.687988
0.578808,0.122264,0.687988
0.578808,0.122264,0.687988
0.776394,0.214195,0.670021
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.112546,0.195218,0.226308
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.776394,0.214195,0.670021
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.861844,0.223377,0.521823
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.776394,0.214195,0.670021
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.277876,0.528263,0.936487
0.117732,0.25498,0.688876
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.569861,0.07362,0.60654
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.213837,0.54068,0.900235
0.569861,0.07362,0.60654
0.117732,0.25498,0.688876
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.569861,0.07362,0.60654
0.383339,0.969866,0.615132
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.569861,0.07362,0.60654
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.117732,0.25498,0.688876
0.569861,0.07362,0.60654
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.569861,0.07362,0.60654
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.569861,0.07362,0.60654
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.173557,0.810852,0.458379
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.173557,0.810852,0.458379
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.569861,0.07362,0.60654
0.842324,0.244435,0.620072
0.173557,0.810852,0.458379
0.173557,0.810852,0.458379
0.569861,0.07362,0.60654
0.173557,0.810852,0.458379
0.173557,0.810852,0.458379
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.173557,0.810852,0.458379
0.173557,0.810852,0.458379
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.569861,0.07362,0.60654
0.569861,0.07362,0.60654
0.569861,0.07362,0.60654
0.569861,0.07362,0.60654
0.569861,0.07362,0.60654
0.173557,0.810852,0.458379
0.842324,0.244435,0.620072
0.260189,0.758423,0.886944
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.403303,0.694135,0.124815
0.173557,0.810852,0.458379
0.842324,0.244435,0.620072
0.173557,0.810852,0.458379
0.173557,0.810852,0.458379
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.173557,0.810852,0.458379
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.545484,0.125877,0.705638
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.579766,0.798776,0.194362
0.579766,0.798776,0.194362
0.579766,0.798776,0.194362
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.287797,0.283864,0.84
0.684805,0.978785,0.526246
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.501749,0.657686,0.085858
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.383339,0.969866,0.615132
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.552397,0.115047,0.687447
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.552397,0.115047,0.687447
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.552397,0.115047,0.687447
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.602206,0.193299,0.062232
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.842324,0.244435,0.620072
0.776394,0.214195,0.670021
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.319454,0.789187,0.246912
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.776394,0.214195,0.670021
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.776394,0.214195,0.670021
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.776394,0.214195,0.670021
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.776394,0.214195,0.670021
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.319454,0.789187,0.246912
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.552397,0.115047,0.687447
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.762522,0.239661,0.13736
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.165856,0.12333,0.227376
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.302426,0.243366,0.814988
0.302426,0.243366,0.814988
0.302426,0.243366,0.814988
0.552397,0.115047,0.687447
0.302426,0.243366,0.814988
0.302426,0.243366,0.814988
0.302426,0.243366,0.814988
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.567752,0.094881,0.131064
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.115242,0.690938,0.351547
0.115242,0.690938,0.351547
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.115242,0.690938,0.351547
0.552397,0.115047,0.687447
0.319454,0.789187,0.246912
0.177104,0.653663,0.858229
0.177104,0.653663,0.858229
0.319454,0.789187,0.246912
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.561294,0.406364,0.007377
0.776394,0.214195,0.670021
0.561294,0.406364,0.007377
0.561294,0.406364,0.007377
0.552397,0.115047,0.687447
0.561294,0.406364,0.007377
0.115242,0.690938,0.351547
0.561294,0.406364,0.007377
0.561294,0.406364,0.007377
0.115242,0.690938,0.351547
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.115242,0.690938,0.351547
0.552397,0.115047,0.687447
0.561294,0.406364,0.007377
0.561294,0.406364,0.007377
0.557283,0.760718,0.158711
0.561294,0.406364,0.007377
0.115242,0.690938,0.351547
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.115242,0.690938,0.351547
0.552397,0.115047,0.687447
0.561294,0.406364,0.007377
0.561294,0.406364,0.007377
0.115242,0.690938,0.351547
0.561294,0.406364,0.007377
0.51102,0.635518,1
0.861844,0.223377,0.521823
0.861844,0.223377,0.521823
0.552397,0.115047,0.687447
0.552397,0.115047,0.687447
0.115242,0.690938,0.351547
0.115242,0.690938,0.351547
0.115242,0.690938,0.351547
0.39078,0.031267,0.545983
0.39078,0.031267,0.545983
0.561294,0.406364,0.007377
0.39078,0.031267,0.545983
0.39078,0.031267,0.545983
0.39078,0.031267,0.545983
0.39078,0.031267,0.545983
0.561294,0.406364,0.007377
0.552397,0.115047,0.687447
0.561294,0.406364,0.007377
0.491567,0.249903,0.848671
0.115242,0.690938,0.351547
0.115242,0.690938,0.351547
